client@rec.com,1731591849721,105,310
client@rec.com,1731591789721,470,437
client@rec.com,1731591729721,262,348
client@rec.com,1731591669721,236,379
client@rec.com,1731591549721,212,408
client@rec.com,1731591609721,310,336
client@rec.com,1731591489721,384,284
client@rec.com,1731591429721,143,345
client@rec.com,1731591369721,115,150
client@rec.com,1731591309721,315,134
client@rec.com,1731591189721,452,277
client@rec.com,1731591249721,415,420
client@rec.com,1731591129721,153,496
client@rec.com,1731591069721,322,251
client@rec.com,1731591009721,472,282
client@rec.com,1731590949721,146,470
client@rec.com,1731590829721,161,203
client@rec.com,1731590709721,308,351
client@rec.com,1731590769721,486,331
client@rec.com,1731590589721,138,276
client@rec.com,1731590889721,190,325
client@rec.com,1731590649721,153,452
client@rec.com,1731590469721,345,120
client@rec.com,1731590529721,395,499
client@rec.com,1731590409721,214,406
client@rec.com,1731590349721,230,121
client@rec.com,1731590289721,182,233
client@rec.com,1731590229721,443,145
client@rec.com,1731590109721,278,199
client@rec.com,1731590169721,444,486
client@rec.com,1731589989721,399,462
client@rec.com,1731590049721,250,240
client@rec.com,1731589929721,405,372
client@rec.com,1731589869721,483,300
client@rec.com,1731589809721,227,129
client@rec.com,1731589689721,328,253
client@rec.com,1731589749721,474,427
client@rec.com,1731589629721,310,304
client@rec.com,1731589569721,244,406
client@rec.com,1731589509721,152,323
client@rec.com,1731589389721,361,374
client@rec.com,1731589449721,425,460
client@rec.com,1731589269721,358,203
client@rec.com,1731589209721,367,136
client@rec.com,1731589329721,463,327
client@rec.com,1731589089721,422,294
client@rec.com,1731589149721,324,473
client@rec.com,1731589029721,417,289
client@rec.com,1731588909721,192,116
client@rec.com,1731588789721,424,214
client@rec.com,1731588969721,496,408
client@rec.com,1731588849721,359,367
client@rec.com,1731588729721,339,200
client@rec.com,1731588669721,184,208
client@rec.com,1731588609721,442,324
client@rec.com,1731588489721,136,142
client@rec.com,1731588549721,274,316
client@rec.com,1731588369721,464,202
client@rec.com,1731588309721,202,159
client@rec.com,1731588429721,317,312
client@rec.com,1731588249721,288,319
client@rec.com,1731588189721,266,451
client@rec.com,1731588129721,138,410
client@rec.com,1731588069721,254,332
client@rec.com,1731588009721,131,283
client@rec.com,1731587889721,452,440
client@rec.com,1731587949721,332,367
client@rec.com,1731587769721,421,339
client@rec.com,1731587709721,219,189
client@rec.com,1731587829721,379,117
client@rec.com,1731587589721,342,427
client@rec.com,1731587649721,446,111
client@rec.com,1731587529721,387,123
client@rec.com,1731587469721,241,267
client@rec.com,1731587349721,398,426
client@rec.com,1731587289721,370,230
client@rec.com,1731587409721,128,441
client@rec.com,1731587229721,204,275
client@rec.com,1731587109721,275,424
client@rec.com,1731587169721,382,107
client@rec.com,1731587049721,217,260
client@rec.com,1731586989721,438,479
client@rec.com,1731586929721,481,188
client@rec.com,1731586809721,396,280
client@rec.com,1731586869721,322,266
client@rec.com,1731586749721,393,155
client@rec.com,1731586629721,458,475
client@rec.com,1731586689721,200,174
client@rec.com,1731586509721,494,323
client@rec.com,1731586449721,291,392
client@rec.com,1731586569721,322,371
client@rec.com,1731586389721,235,273
client@rec.com,1731586329721,164,145
client@rec.com,1731586269721,290,321
client@rec.com,1731586209721,158,453
client@rec.com,1731586149721,215,276
client@rec.com,1731586029721,479,265
client@rec.com,1731586089721,379,255
client@rec.com,1731585969721,133,230
client@rec.com,1731585909721,405,180
client@rec.com,1731585849721,488,432
client@rec.com,1731585729721,280,198
client@rec.com,1731585789721,476,467
client@rec.com,1731585669721,104,359
client@rec.com,1731585549721,109,351
client@rec.com,1731585609721,242,366
client@rec.com,1731585489721,450,293
client@rec.com,1731585189721,103,380
client@rec.com,1731585129721,219,274
client@rec.com,1731585429721,318,105
client@rec.com,1731585009721,271,465
client@rec.com,1731585309721,448,261
client@rec.com,1731585069721,278,269
client@rec.com,1731584949721,402,397
client@rec.com,1731584889721,297,202
client@rec.com,1731584769721,249,219
client@rec.com,1731584709721,166,165
client@rec.com,1731585249721,240,292
client@rec.com,1731584589721,115,242
client@rec.com,1731584829721,405,472
client@rec.com,1731584469721,498,449
client@rec.com,1731584649721,151,440
client@rec.com,1731584529721,131,286
client@rec.com,1731584349721,320,137
client@rec.com,1731584409721,145,353
client@rec.com,1731584229721,288,438
client@rec.com,1731584109721,461,491
client@rec.com,1731584289721,184,134
client@rec.com,1731584169721,482,286
client@rec.com,1731584049721,127,170
client@rec.com,1731583929721,254,161
client@rec.com,1731583989721,446,100
client@rec.com,1731583869721,276,458
client@rec.com,1731583809721,500,436
client@rec.com,1731583689721,272,162
client@rec.com,1731583749721,248,279
client@rec.com,1731583569721,414,105
client@rec.com,1731583629721,278,106
client@rec.com,1731583509721,395,394
client@rec.com,1731583269721,356,319
client@rec.com,1731583449721,310,355
client@rec.com,1731583389721,253,402
client@rec.com,1731583329721,131,495
client@rec.com,1731583209721,312,197
client@rec.com,1731583149721,336,150
client@rec.com,1731583089721,128,357
client@rec.com,1731585369721,341,311
client@rec.com,1731582909721,481,267
client@rec.com,1731583029721,211,373
client@rec.com,1731582969721,401,332
client@rec.com,1731582849721,142,391
client@rec.com,1731582789721,405,331
client@rec.com,1731582609721,272,239
client@rec.com,1731582549721,133,234
client@rec.com,1731582729721,420,214
client@rec.com,1731582669721,280,395
client@rec.com,1731582429721,341,150
client@rec.com,1731582369721,350,167
client@rec.com,1731582129721,482,389
client@rec.com,1731582489721,322,112
client@rec.com,1731582069721,270,270
client@rec.com,1731582249721,403,471
client@rec.com,1731582309721,178,286
client@rec.com,1731582189721,240,324
client@rec.com,1731581949721,231,264
client@rec.com,1731581829721,229,303
client@rec.com,1731581889721,115,386
client@rec.com,1731581709721,421,252
client@rec.com,1731582009721,138,368
client@rec.com,1731581649721,102,132
client@rec.com,1731581529721,222,462
client@rec.com,1731581769721,368,414
client@rec.com,1731581409721,286,426
client@rec.com,1731581589721,353,256
client@rec.com,1731581469721,499,155
client@rec.com,1731581349721,156,437
